Volatility,Beta,Market Cap,P/E Ratio,Dividend Yield,Current Ratio,52 Week High,52 Week Low,Risk Percentage
12.1554843542261,1.0446253509957244,187.58278936425756,19.96919413548173,0.10015426693891234,3.8652546673207113,187.9087811237385,132.81531767461644,12.697927110056476
9.496404912249456,1.1149940830609086,475.3817960517531,11.952728384359428,0.16732581346172573,1.718277186439581,513.5176527034871,390.8350905370262,10.588435287508691
3.2326085549872055,1.0536872162639845,366.1309739347968,18.8592389704029,0.10604881793686043,2.259586408020486,372.43648976641026,273.9628993061401,3.40615830957561
6.605691624762175,0.7546444428349575,299.5299128564198,16.92066761077272,0.1181986459403457,4.113619140048444,321.2385156880095,242.04939048497127,4.9849484757081965
-1.1840436229835658,0.8885010497602985,78.43131090099705,5.047968477155898,0.3961989875829871,2.0291118818162186,86.27058665901997,63.23307953128363,-1.0520240019828853
-1.515265291623344,1.0047448530636205,78.41926290793322,19.220928928085073,0.10405324360143994,1.8117513912549332,73.37873525583643,65.18614900067703,-1.5224550027845007
2.756175621918026,0.9755700594735984,29.51276427801563,25.18388922372251,0.07941585123063744,3.430316448691548,30.454673250498324,21.672714607915374,2.6888424153942507
0.6444523211421256,0.9672724846060804,433.15498481458013,19.460925065156083,0.10277003756521887,4.889181135999008,425.95662253395653,358.721923555479,0.6233609978812994
-1.2045056451464795,0.9017243307159166,300.7569483657328,23.540720275619904,0.08495916762883898,0.7818078610171938,283.24117285432123,257.54688550105584,-1.0861320467132527
7.1800994540522085,0.859441591692256,354.1822526091247,20.04247508688336,0.09978807464298081,4.25654782061194,335.82879112967333,260.37531314585885,6.170876103299328
0.10409640345291048,1.200778171781302,10.781954900753322,17.718146046039813,0.11287862707549025,1.0472217541695086,10.231328266290799,9.24968837425365,0.12499668902719466
11.417172308298003,1.0027110953138911,484.96997115491615,16.341992604116072,0.12238409650829594,2.05204152766212,507.24480408821074,351.29015383191654,11.448125350640918
17.702228924013156,1.0642121788867418,416.30509907981065,13.586026228066281,0.14721007941736197,2.3752306968481625,404.23241682537247,313.2927218665313,18.838927614375944
2.6538378960550846,1.0006251173583809,106.56338578379894,24.628827130980707,0.08120565341433542,3.7343271204769404,101.35742967544529,82.30562488710966,2.6554968561902377
4.817292174072907,1.004634869863799,91.32157111994675,23.653743546295743,0.08455321231015912,4.669546688826906,98.37087771934291,69.61131838935334,4.839619696395633
-3.0354536246373556,0.9937896600190712,92.11055267179019,18.608541547662526,0.10747752556949988,0.9590493212706266,83.5321977878837,77.99555738629559,-3.016602425632015
6.889068324748468,0.8879554140925567,152.4690003582891,9.878672933965797,0.20245634341465127,3.851638034532114,159.65387932158941,114.92835227355363,6.117185517013942
2.620362426452668,0.8485510541965753,262.6158376003028,22.36041976520769,0.08944375915124612,1.9503157794855506,286.80573605378714,223.2619815992671,2.2235112993435076
4.6822348991402025,1.0386225373744986,216.25653681173682,15.476114600625586,0.12923140281729076,4.558599480613591,221.69077282590953,153.8497496637713,4.863074691528427
2.37513598523263,1.0187842407271166,145.96895552892192,20.719411867476573,0.09652783644594738,1.751975691323997,147.3750148080837,111.47876420872005,2.419751111338877
11.287281592846725,1.0938280898459707,306.12052091382856,12.293765389521042,0.16268408714751947,3.62237877340661,279.2704809344801,270.1676486162957,12.346345664257118
-5.1463391039611,1.0735360826642026,70.1771833956949,20.4599949248188,0.09775173490262791,1.2414011016301472,70.21871159935375,54.53521660931545,-5.5247807217280025
-8.487668134208366,0.9191487807250329,146.42625194334147,19.343414594704118,0.10339436143541918,4.810761853999624,142.36743774902018,116.27097135954021,-7.801429816756335
2.602791329064358,1.113259130892187,183.497740725199,7.951414051739572,0.25152758829889504,0.5194595236747128,193.70390692458204,156.07773905221856,2.8975812128879075
6.90879542685381,1.0765027195154517,228.30695711640945,28.089793472181988,0.07120023869099106,1.547833897906613,242.54309415478272,162.27177385451202,7.4373370655840425
8.615254733353705,1.0690841569857334,392.69539271581027,18.371527593774506,0.10886410995445653,3.5417485221431186,366.5891952656222,329.91075200150914,9.210432343824795
8.16576227083157,1.224932679197881,100.23705418810069,18.70363958889731,0.10693105962046137,4.340859034501273,100.68299011142628,71.45745076852005,10.002509056102687
7.334065410650322,1.204395876250819,257.360101987599,22.67338485581654,0.08820914974620245,4.971007891822697,275.8868252864909,208.59348626045616,8.833118136741016
3.1089798836325055,1.0689913766554886,296.41107714659023,19.746662009045327,0.10128294083748751,1.279672866227942,303.7932918742707,243.73921776984108,3.323472685798533
-11.153061147625625,1.0565197205837529,23.701981153638865,21.81989993318068,0.09165944876578822,1.8821472786043327,23.611776481935742,17.27704285120821,-11.783429047342935
4.892811899519278,1.108165518176968,303.96865352476846,14.278087064913269,0.14007478669287332,4.513334094686294,328.16830149087883,264.5097571831587,5.422045433973216
6.853331006925033,0.9416046230329629,85.67679978180212,19.289092205810093,0.10368554303439834,0.6462496213116152,93.67023786286431,69.72262679425238,6.453128159295762
-1.3003734994126304,0.943017074240895,32.99327069614712,10.453414069528161,0.1913250529154897,3.7999482003754865,31.246436067634253,24.11654853649248,-1.2262744128364929
9.63096783554962,1.0673421407091914,474.46832585804,18.811764154053563,0.10631645089857453,2.40373365359913,444.3676886605814,413.81960716320833,10.2795378266969
11.763465281948392,0.9143523910872428,482.8332005207424,27.225339432299993,0.07346097575654874,3.5996810894532874,518.0635855468352,417.6300748338079,10.755952608021278
3.009427636434368,1.0592769485523255,404.29447538417236,12.470067395031034,0.16038405700974342,2.8620505482799197,383.5096556926741,337.2389576410507,3.1878173236112346
6.169271037236061,1.015683216653619,152.65457770209866,18.246258572201867,0.10961151252383299,3.3220034907818574,163.27440828644896,119.23794834129986,6.26602505150793
9.171353368932303,0.9143809895407882,49.28722094618875,9.380342968020404,0.21321182037996136,3.499986696077731,47.32743331529469,39.372457672084934,8.38611116891256
5.981421175389416,1.00258665102883,342.2743967428224,20.039733902193934,0.09980172440219087,3.340606751585615,309.36037660080063,287.74556911310026,5.996893024626602
-1.2381986967028924,1.1305081592138415,220.35617062293085,22.330872983146485,0.08956210540937815,3.4905334007618505,216.91593301077825,167.48695184448857,-1.3997937293505645
0.896156830989472,1.0082370450653837,61.458098304967024,21.917378711648034,0.09125178819568856,3.057565696860413,55.80846577496874,50.33932745536642,0.9035385151919837
-6.165103211032754,1.0086547647617978,247.84086660057946,16.990659626260975,0.11771173362267673,3.7125291126261684,233.36652256656953,204.3220839080059,-6.218460729056447
2.0380576458241118,1.0328985278904597,17.67706629705159,9.27915113123867,0.2155369571756313,3.9921056294730204,17.604101602274635,13.159152676924684,2.105106742127621
11.355482705009926,1.045918852289161,454.7055408383516,13.792205604724243,0.1450094391947681,4.04570938457527,412.73579308486296,329.99294450351783,11.876913438013398
10.97339348541198,0.9669159533918807,129.76060080920846,26.28237764669459,0.07609661602482644,4.3408089445680345,117.6465337342923,95.10921509487244,10.610349223891378
5.658623657863155,1.0350261047967049,331.429881034814,24.39489544052101,0.08198436451086036,1.923810892262483,308.5709951820522,233.4031402688138,5.856823203108583
5.1664203408655665,0.8950929640409266,156.19968250666076,19.543302760948322,0.10233684779199274,3.8559804387995857,155.03610500192465,132.8042471420484,4.624426496386694
0.8990390196368248,0.9200928943166112,260.2739765783165,20.811466073122826,0.0961008702112976,4.759975810716482,284.9488317387011,224.32792436363562,0.8271994136812147
